Alabama
date         4/28  4/29  4/30  5/01  5/02  5/03  5/04
Lincoln         0     0     0     0     0     0     0
Logan           1     1     1     1     1     1     1
Marion          2     2     2     2     2     2     2
Marshall        0     0     0     0     0     0     0
Mason           0     0     0     0     0     0     0
McDowell        0     0     0     0     0     0     0
Mercer          0     0     0     0     0     0     0
Mineral         0     0     0     0     0     0     0
Mingo           1     1     1     1     1     1     1
Monongalia      4     4     4     4     4     4     4
Monroe          0     0     0     0     0     0     0
Morgan          0     0     0     0     0     0     0
Nicholas        0     0     0     0     0     0     0
Ohio            1     1     1     1     1     1     1
Pendleton       0     0     0     0     0     0     0
Pleasants       0     0     0     0     0     0     0
Pocahontas      0     0     0     0     0     0     0
Preston         0     0     0     0     0     0     0
Putnam          0     0     0     0     0     0     0
Raleigh         0     0     0     0     0     0     0
Randolph        0     0     0     0     0     0     0
Ritchie         0     0     0     0     0     0     0
Roane           0     0     0     0     0     0     0
Summers         0     0     0     0     0     0     0
Taylor          0     0     0     0     0     0     0
Tucker          0     0     0     0     0     0     0
Tyler           0     0     0     0     0     0     0
Unassigned      0     0     0     0     0     0     0
Upshur          0     0     0     0     0     0     0
Wayne           6     6     6     7     7     7     7
Webster         0     0     0     0     0     0     0
Wetzel          0     0     0     0     0     0     0
Wirt            0     0     0     0     0     0     0
Wood            2     2     2     2     2     2     2
Wyoming         0     0     0     0     0     0     0
totals         34    38    38    41    46    48    48

Wisconsin
date          4/28  4/29  4/30  5/01  5/02  5/03  5/04
Adams            1     1     1     1     1     1     1
Ashland          0     0     0     0     0     0     0
Barron           0     0     0     0     0     0     0
Bayfield         1     1     1     1     1     1     1
Brown            2     3     3     3     5     6     6
Buffalo          1     1     1     1     1     1     1
Burnett          0     0     0     0     0     0     0
Calumet          0     0     0     0     0     0     0
Chippewa         0     0     0     0     0     0     0
Clark            2     3     4     4     4     4     4
Columbia         1     1     1     1     1     1     1
Crawford         0     0     0     0     0     0     0
Dane            21    22    22    22    23    22    22
Dodge            1     1     1     1     1     1     1
Door             1     1     2     2     2     3     3
Douglas          0     0     0     0     0     0     0
Dunn             0     0     0     0     0     0     0
Eau Claire       0     0     0     0     0     0     0
Florence         0     0     0     0     0     0     0
Fond du Lac      3     3     3     3     3     3     3
Forest           0     0     0     0     0     0     0
Grant            4     5     6     6     6     6     6
Green            0     0     0     0     0     0     0
Green Lake       0     0     0     0     0     0     0
